sample,contig_name,contig_length,read_count,nr,nt_or_nr,bitscore,align_length,taxon_group_blast,tax_id,identity,sci_name,com_names,lca_taxid,lca_taxid.1,lca_name,common_nr,phylum,family,chordata,blasted,cluster,taxid_curated,poly_group,name,provisional_name,segment,curated,rdrp,taxon_group,taxid,ska_genus,ska_species,collected_by,idseq_nonhost_reads,hex_read_count,contaminating_and_hex_reads,nonhost_reads,total_reads,read_prop,identity_qcov,group,baltimore_group,genome_description,number_of_segments_conventional
SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_124_length_1079_cov_18.015571,1079,394,TRUE,nr,685,359,Viruses,28875,99.2,Rotavirus A,"AGM46741.1 structural protein VP2, partial [Rotavirus A]",28875,28875,Rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,44308,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Canine,Dog,Ondo,12575104,855,507223,12067881,24091260,3.26E-05,,Virus,III,double stranded RNA,
AIAMA_GOT007_OS_S45_673461,AIAMA_GOT007_OS_S45_673461_NODE_284_length_1071_cov_1.082495,1071,55,TRUE,nr,662,335,Viruses,10970,99.1,Rotavirus sp.,"UNY48247.1 MAG: VP6, partial [Rotavirus sp.]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,44954,10970,149,Rotavirus sp.,,RdRp_VP,TRUE,TRUE,Viruses,10970,Caprine,Goat,Ebonyi ,7636210,304622,470528,7165682,36130298,7.68E-06,,Virus,III,double stranded RNA,
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_205_length_1070_cov_5.362538,1070,99,TRUE,nr,594,313,Viruses,10941,99,Human rotavirus A,BAX35535.1 NSP3 protein [Human rotavirus A],,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,45036,10941,145,Human rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,10941,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,4.63E-06,,Virus,III,double stranded RNA,
AIMGLGOAT001_S60_656113,AIMGLGOAT001_S60_656113_NODE_191_length_1031_cov_3.219078,1031,55,TRUE,nr,622,337,Viruses,28875,97.6,Rotavirus A,WKW89261.1 MAG: VP2 protein [Rotavirus A],,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,48691,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Caprine,Goat,Ebonyi,13923358,213297,465730,13457628,31805480,4.09E-06,,Virus,III,double stranded RNA,
SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_137_length_1017_cov_6.200000,1017,116,TRUE,nr,650,324,Viruses,28875,98.8,Rotavirus A,"WGZ74394.1 NSP2, partial [Rotavirus A]",28875,28875,Rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,50174,28875,147,Rotavirus A,,RNA2,TRUE,FALSE,Viruses,28875,Canine,Dog,Ondo,12575104,855,507223,12067881,24091260,9.61E-06,,Virus,III,double stranded RNA,
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_308_length_1009_cov_2.216738,1009,42,TRUE,nr,681,336,Viruses,28875,99.4,Rotavirus A,WRP98825.1 VP6 [Rotavirus A],,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,50978,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,3.37E-06,,Virus,III,double stranded RNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_154_length_1005_cov_2.104526,1005,85,TRUE,nr,459,228,Viruses,28875,100,Rotavirus A,"AGS13788.1 VP6, partial [Rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,51443,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,7.78E-06,,Virus,III,double stranded RNA,
AIMGLGOAT001_S60_656113,AIMGLGOAT001_S60_656113_NODE_235_length_941_cov_1.315972,941,21,TRUE,nr,501,263,Viruses,28875,99.2,Rotavirus A,AMR44582.1 VP4 [Rotavirus A],,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,59297,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Caprine,Goat,Ebonyi,13923358,213297,465730,13457628,31805480,1.56E-06,,Virus,III,double stranded RNA,
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_295_length_923_cov_7.926714,923,155,TRUE,nr,558,288,Viruses,10913,97.6,Porcine rotavirus,ACO34991.1 vp7 [Porcine rotavirus],,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,61786,10967,146,Porcine rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,10967,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,7.25E-06,,Virus,III,double stranded RNA,
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_367_length_846_cov_2.139142,846,44,TRUE,nr,500,254,Viruses,10941,93.3,Human rotavirus A,AIA81266.1 nonstructural protein 1 [Human rotavirus A],,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,74856,10941,145,Human rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,10941,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,2.06E-06,,Virus,III,double stranded RNA,
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_490_length_843_cov_1.882507,843,35,TRUE,nr,555,279,Viruses,28875,96.8,Rotavirus A,"WRI53603.1 VP4, partial [Rotavirus A]",28875,28875,Rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,75519,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Rat,Rodent,Ondo,14395086,1211,381655,14013431,21548754,2.50E-06,,Virus,III,double stranded RNA,
SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_213_length_821_cov_8.780914,821,129,TRUE,nr,521,258,Viruses,28875,98.8,Rotavirus A,"UFD98558.1 VP7 protein, partial [Rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,80257,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Canine,Dog,Ondo,12575104,855,507223,12067881,24091260,1.07E-05,,Virus,III,double stranded RNA,
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_513_length_815_cov_2.084011,815,52,TRUE,nr,507,261,Viruses,28875,95,Rotavirus A,"QAA77604.1 NSP2, partial [Rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,81474,28875,147,Rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,28875,Rat,Rodent,Ondo,14395086,1211,381655,14013431,21548754,3.71E-06,,Virus,III,double stranded RNA,
AIMGLGOAT001_S60_656113,AIMGLGOAT001_S60_656113_NODE_319_length_807_cov_1.501370,807,18,TRUE,nr,521,268,Viruses,28875,100,Rotavirus A,"QXY08917.1 VP1 protein, partial [Rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,83181,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Caprine,Goat,Ebonyi,13923358,213297,465730,13457628,31805480,1.34E-06,,Virus,III,double stranded RNA,
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_406_length_805_cov_18.788462,805,284,TRUE,nr,310,155,Viruses,28875,99.4,Rotavirus A,"AYJ72594.1 VP6, partial [Rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,83581,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,1.33E-05,,Virus,III,double stranded RNA,
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_533_length_788_cov_5.323488,788,106,TRUE,nr,358,179,Viruses,10941,100,Human rotavirus A,BAX35529.1 VP6 protein [Human rotavirus A],10941,10941,Human rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,83581,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Rat,Rodent,Ondo,14395086,1211,381655,14013431,21548754,7.56E-06,,Virus,III,double stranded RNA,
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_447_length_766_cov_7.635704,766,108,TRUE,nr,506,254,Viruses,10941,98,Human rotavirus A,BAV81530.1 NSP2 protein [Human rotavirus A],,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,93677,10941,145,Human rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,10941,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,5.05E-06,,Virus,III,double stranded RNA,
SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_243_length_740_cov_10.915535,740,149,TRUE,nr,349,183,Viruses,28875,98.9,Rotavirus A,"WGZ74398.1 NSP4, partial [Rotavirus A]",28875,28875,Rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,101878,28875,147,Rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,28875,Canine,Dog,Ondo,12575104,855,507223,12067881,24091260,1.23E-05,,Virus,III,double stranded RNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_316_length_720_cov_4.617418,720,52,TRUE,nr,424,213,Viruses,10970,94.8,Rotavirus sp.,"UHS71881.1 MAG: nonstructural protein NSP1, partial [Rotavirus sp.]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,108957,10970,149,Rotavirus sp.,,RdRp_NS,TRUE,TRUE,Viruses,10970,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,2.98E-06,,Virus,III,double stranded RNA,
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_602_length_692_cov_1.886179,692,19,TRUE,nr,288,139,Viruses,28875,99.3,Rotavirus A,QEV83918.1 VP3 [Rotavirus A],28875,28875,Rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,120103,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,1.52E-06,,Virus,III,double stranded RNA,
AIMGLGOAT001_S60_656113,AIMGLGOAT001_S60_656113_NODE_443_length_691_cov_1.845277,691,22,TRUE,nr,449,222,Viruses,10941,99.5,Human rotavirus A,"BAN00224.1 NSP2 protein, partial [Human rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,120635,10941,145,Human rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,10941,Caprine,Goat,Ebonyi,13923358,213297,465730,13457628,31805480,1.63E-06,,Virus,III,double stranded RNA,
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_695_length_662_cov_1.442735,662,25,TRUE,nr,420,206,Viruses,10941,97.1,Human rotavirus A,"BAQ19304.1 structural protein VP7, partial [Human rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,135062,10941,145,Human rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,10941,Rat,Rodent,Ondo,14395086,1211,381655,14013431,21548754,1.78E-06,,Virus,III,double stranded RNA,
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_442_length_652_cov_5.460870,652,71,TRUE,nr,426,215,Viruses,10970,98.6,Rotavirus sp.,"UNY48247.1 MAG: VP6, partial [Rotavirus sp.]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,44954,10970,149,Rotavirus sp.,,RdRp_VP,TRUE,TRUE,Viruses,10970,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,2.21E-06,,Virus,III,double stranded RNA,
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_727_length_640_cov_1.888099,640,26,TRUE,nr,407,213,Viruses,10967,99.5,Porcine rotavirus A,"AJC52386.1 nonstructural protein VP2, partial [Porcine rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,10888,10967,146,Porcine rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,10967,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,2.09E-06,,Virus,III,double stranded RNA,
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_672_length_638_cov_3.532977,638,41,TRUE,nr,335,179,Viruses,10967,97.2,Porcine rotavirus A,"UZX50355.1 NSP4, partial [Porcine rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,148818,10967,146,Porcine rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,10967,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,1.92E-06,,Virus,III,double stranded RNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_524_length_604_cov_2.077799,604,44,TRUE,nr,390,201,Viruses,28875,99.5,Rotavirus A,"AGM46742.1 structural protein VP2, partial [Rotavirus A]",28875,28875,Rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,173634,28875,147,Rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,28875,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,4.03E-06,,Virus,III,double stranded RNA,
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_529_length_602_cov_2.009524,602,27,TRUE,nr,388,200,Viruses,10970,93,Rotavirus sp.,"UHS71881.1 MAG: nonstructural protein NSP1, partial [Rotavirus sp.]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,108957,10970,149,Rotavirus sp.,,RdRp_NS,TRUE,TRUE,Viruses,10970,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,8.42E-07,,Virus,III,double stranded RNA,
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_872_length_594_cov_0.785300,594,9,TRUE,nr,331,165,Viruses,28875,98.8,Rotavirus A,"WLV76345.1 outer capsid protein, partial [Rotavirus A]",28875,28875,Rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,182148,28875,147,Rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,28875,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,7.22E-07,,Virus,III,double stranded RNA,
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_576_length_585_cov_1.521654,585,16,TRUE,nr,321,194,Viruses,183405,93.8,Rotavirus F,"WIF29883.1 NSP5, partial [Rotavirus F]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,191167,183405,148,Rotavirus F,,RdRp_NS,TRUE,TRUE,Viruses,183405,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,4.99E-07,,Virus,III,double stranded RNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_599_length_568_cov_18.822811,568,229,TRUE,nr,350,178,Viruses,10970,99.4,Rotavirus sp.,"UNY48247.1 MAG: VP6, partial [Rotavirus sp.]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,209030,10970,149,Rotavirus sp.,,RdRp_VP,TRUE,TRUE,Viruses,10970,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,1.31E-05,,Virus,III,double stranded RNA,
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_1157_length_542_cov_1.275269,542,12,TRUE,nr,334,174,Viruses,290255,97.7,Porcine rotavirus HP140,"AAU01584.1 VP1, partial [Porcine rotavirus HP140]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,242028,10967,146,Porcine rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,10967,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,9.62E-07,,Virus,III,double stranded RNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_722_length_534_cov_2.286652,534,13,TRUE,nr,334,173,Viruses,183405,97.7,Rotavirus F,"AIW53371.1 VP1, partial [Rotavirus F]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,255027,183405,148,Rotavirus F,,RdRp_VP,TRUE,TRUE,Viruses,183405,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,7.44E-07,,Virus,III,double stranded RNA,
SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_388_length_528_cov_6.268293,528,57,TRUE,nr,213,117,Viruses,28875,100,Rotavirus A,"WGZ74400.1 NSP5/6, partial [Rotavirus A]",28875,28875,Rotavirus A,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,264776,28875,147,Rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,28875,Canine,Dog,Ondo,12575104,855,507223,12067881,24091260,4.72E-06,,Virus,III,double stranded RNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_916_length_526_cov_2.481069,526,46,TRUE,nr,300,160,Viruses,28875,98.1,Rotavirus A,"WGZ74398.1 NSP4, partial [Rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,267099,28875,147,Rotavirus A,,RdRp_NS,TRUE,TRUE,Viruses,28875,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,4.21E-06,,Virus,III,double stranded RNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_978_length_519_cov_2.183258,519,20,TRUE,nr,222,108,Viruses,10941,100,Human rotavirus A,"QQP16995.1 VP4, partial [Human rotavirus A]",,,,TRUE,Duplornaviricota,Sedoreoviridae,FALSE,TRUE,279218,10941,145,Human rotavirus A,,RdRp_VP,TRUE,TRUE,Viruses,10941,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,1.83E-06,,Virus,III,double stranded RNA,
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_469_length_690_cov_2.528548,690,28,TRUE,nr,143,100,Viruses,2607629,65,Physalis rugose mosaic virus,YP_010087762.1 ORF2b [Physalis rugose mosaic virus],,,,TRUE,Pisuviricota,Solemoviridae,FALSE,TRUE,121073,2607629,152,TBD,Abak-Physalis rugose mosaic virus,RdRp_SP,TRUE,TRUE,Viruses,2607629,Caprine,Goat,Ebonyi,24773016,56493,471012,24302004,41694368,1.15E-06,,Virus,IV,single stranded RNA positive sense,1
AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_837_length_679_cov_0.920266,679,14,TRUE,nr,249,141,Viruses,196398,79.4,Southern cowpea mosaic virus,NP_042300.1 putative movement protein [Southern cowpea mosaic virus],196398,196398,Southern cowpea mosaic virus,TRUE,Pisuviricota,Solemoviridae,FALSE,TRUE,126134,196398,153,TBD,Abak-Southern cowpea mosaic virus,RNA2,TRUE,FALSE,Viruses,196398,Swine,Pig,Ebonyi ,13422454,301797,567335,12855119,24610530,1.09E-06,,Virus,IV,single stranded RNA positive sense,1
AIMUZSHEEP001_S52_656081,AIMUZSHEEP001_S52_656081_NODE_487_length_518_cov_1.213152,518,16,TRUE,nr,221,114,Viruses,38170,95.6,Avian orthoreovirus,"APD15413.1 core turret, partial [Avian orthoreovirus]",,,,TRUE,Duplornaviricota,Spinareoviridae,FALSE,TRUE,281198,38170,144,Avian orthoreovirus,,hypothetical,TRUE,FALSE,Viruses,38170,Ovine,Sheep,Ebonyi,17427388,4,688295,16739093,39156962,9.56E-07,,Virus,III,double stranded RNA,
AINWZ_GOT009_RS_S68_673476,AINWZ_GOT009_RS_S68_673476_NODE_1_length_23068_cov_174.094080,23068,113504,TRUE,nr,3078,1584,Viruses,1837217,96.5,Goat torovirus,YP_009380537.1 spike glycoprotein [Goat torovirus],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,34,1837217,160,Goat torovirus,Ondo-Goat torovirus,GP,TRUE,FALSE,Viruses,1837217,Caprine,Goat,Ebonyi ,12201454,119772,293632,11907822,22915044,0.009531886,,Virus,IV,single stranded RNA positive sense,1
SEZONOWGOAT009_S67_2_656740,SEZONOWGOAT009_S67_2_656740_NODE_3_length_16850_cov_89.540392,16850,31480,TRUE,nr,4669,2291,Viruses,1837217,98.8,Goat torovirus,YP_009380535.1 polyprotein 1ab [Goat torovirus],1837217,1837217,Goat torovirus,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,74,1837217,160,Goat torovirus,Ondo-Goat torovirus,RNA1,TRUE,FALSE,Viruses,1837217,Caprine,Goat,Ondo,26930808,118797,482983,26447825,39970254,0.001190268,,Virus,IV,single stranded RNA positive sense,1
SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_1_length_14384_cov_11.583211,14384,4503,TRUE,nr,4669,2291,Viruses,1837217,98.8,Goat torovirus,YP_009380535.1 polyprotein 1ab [Goat torovirus],1837217,1837217,Goat torovirus,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,114,1837217,160,Goat torovirus,Ondo-Goat torovirus,RNA1,TRUE,FALSE,Viruses,1837217,Ovine,Sheep,Ondo,1036668,23,360210,676458,1631548,0.006656733,,Virus,IV,single stranded RNA positive sense,1
AINWZ_GOT009_RS_S68_673476,AINWZ_GOT009_RS_S68_673476_NODE_4_length_10147_cov_128.028997,10147,67828,TRUE,nr,5663,2988,Viruses,1837217,93,Goat torovirus,YP_009380536.1 polyprotein 1a [Goat torovirus],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,254,1837217,160,Goat torovirus,Ondo-Goat torovirus,RNA1,TRUE,FALSE,Viruses,1837217,Caprine,Goat,Ebonyi ,12201454,119772,293632,11907822,22915044,0.005696088,,Virus,IV,single stranded RNA positive sense,1
SEZONOWGOAT009_S67_2_656740,SEZONOWGOAT009_S67_2_656740_NODE_5_length_8952_cov_68.924056,8952,12565,TRUE,nr,5653,2984,Viruses,1837217,93.3,Goat torovirus,YP_009380536.1 polyprotein 1a [Goat torovirus],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,356,1837217,160,Goat torovirus,Ondo-Goat torovirus,RNA1,TRUE,FALSE,Viruses,1837217,Caprine,Goat,Ondo,26930808,118797,482983,26447825,39970254,0.000475086,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_7_length_6719_cov_321.545167,6719,28410,TRUE,nr,2074,1112,Viruses,46473,92.6,Breda virus,YP_337905.2 polyprotein 1ab [Breda virus],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,760,46473,159,Breda virus,,RNA1,TRUE,FALSE,Viruses,46473,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,0.000885454,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_8_length_5706_cov_737.769941,5706,55973,TRUE,nr,1889,969,Viruses,1837217,94.8,Goat torovirus,YP_009380536.1 polyprotein 1a [Goat torovirus],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,1119,1837217,160,Goat torovirus,Ondo-Goat torovirus,RNA1,TRUE,FALSE,Viruses,1837217,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,0.00174451,,Virus,IV,single stranded RNA positive sense,1
AINWZ_GOT009_RS_S68_673476,AINWZ_GOT009_RS_S68_673476_NODE_10_length_5327_cov_177.024571,5327,57135,TRUE,nr,1914,928,Viruses,1837217,99.1,Goat torovirus,YP_009380535.1 polyprotein 1ab [Goat torovirus],1837217,1837217,Goat torovirus,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,114,1837217,160,Goat torovirus,Ondo-Goat torovirus,RNA1,TRUE,FALSE,Viruses,1837217,Caprine,Goat,Ebonyi ,12201454,119772,293632,11907822,22915044,0.004798107,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_12_length_4514_cov_552.976110,4514,34796,TRUE,nr,1202,638,Viruses,1837217,97.5,Goat torovirus,YP_009380537.1 spike glycoprotein [Goat torovirus],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,1935,1837217,160,Goat torovirus,Ondo-Goat torovirus,GP,TRUE,FALSE,Viruses,1837217,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,0.001084487,,Virus,IV,single stranded RNA positive sense,1
AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_25_length_4380_cov_34.404834,4380,1486,TRUE,nr,481,341,Viruses,1631554,68.3,Bovine nidovirus TCH5,YP_009142792.1 glycoprotein G2 [Bovine nidovirus TCH5],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,2088,1631554,163,TBD,Abak-Bovine nidovirus TCH5,GP,TRUE,FALSE,Viruses,1631554,Swine,Pig,Ebonyi ,13422454,301797,567335,12855119,24610530,0.000115596,,Virus,IV,single stranded RNA positive sense,1
AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_31_length_3972_cov_136.611810,3972,11501,TRUE,nr,2363,1327,Viruses,1986112,88.5,Bovine nidovirus 1,URQ03848.1 MAG: polyprotein pp1a [Bovine nidovirus 1],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,2590,1986112,162,TBD,Abak-Bovine nidovirus 1,RNA1,TRUE,FALSE,Viruses,1986112,Swine,Pig,Ebonyi ,13422454,301797,567335,12855119,24610530,0.000894663,,Virus,IV,single stranded RNA positive sense,1
AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_33_length_3863_cov_252.529847,3863,11239,TRUE,nr,1286,649,Viruses,1631554,95.5,Bovine nidovirus TCH5,YP_009142787.1 pp1a/b [Bovine nidovirus TCH5],,,,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,2757,1631554,158,Bovine nidovirus TCH5,,RNA1,TRUE,FALSE,Viruses,1631554,Swine,Pig,Ebonyi ,13422454,301797,567335,12855119,24610530,0.000874282,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_25_length_2648_cov_938.330222,2648,32415,TRUE,nr,888,463,Viruses,1837217,98.7,Goat torovirus,YP_009380536.1 polyprotein 1a [Goat torovirus],1837217,1837217,Goat torovirus,TRUE,Pisuviricota,Tobaniviridae,FALSE,TRUE,6550,1837217,160,Goat torovirus,Ondo-Goat torovirus,RNA1,TRUE,FALSE,Viruses,1837217,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,0.001010278,,Virus,IV,single stranded RNA positive sense,1
