family,sample,contig_name,contig_length,read_count,identity,sci_name,sampletype,ska_species,collected_by,idseq_nonhost_reads,nonhost_reads,total_reads,read_prop,domestication_status,RPM,sample_size_Ebonyi,sample_size_Ondo,sample_size_total,Feeding
Orthoherpesviridae,OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_339_length_883_cov_1.652605,883,50,97.7,Marek's disease virus serotype 2 MDV2,Tissue,Rodent,Ondo,14046732,13502943,35459252,3.70E-06,peridomesticated,3.7,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_35_length_731_cov_1.255352,731,12,67.4,Mastomys natalensis cytomegalovirus 1,Tissue,Rodent,Ondo,314182,301678,44197946,3.98E-05,peridomesticated,39.8,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_18_length_1210_cov_1.632833,1210,35,69.1,Mastomys natalensis cytomegalovirus 1,Tissue,Rodent,Ondo,333384,311485,47532220,0.000112365,peridomesticated,112.365,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_43_length_796_cov_2.806676,796,39,83.1,Mastomys natalensis cytomegalovirus 1,Tissue,Rodent,Ondo,333384,311485,47532220,0.000125207,peridomesticated,125.207,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_190_length_573_cov_1.467742,573,10,68.6,Mastomys natalensis cytomegalovirus 1,Tissue,Rodent,Ondo,333384,311485,47532220,3.21E-05,peridomesticated,32.1,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_12_length_1485_cov_2.156960,1485,56,78.9,Mastomys natalensis cytomegalovirus 3,Tissue,Rodent,Ondo,333384,311485,47532220,0.000179784,peridomesticated,179.784,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_77_length_681_cov_1.736755,681,20,51,Mastomys natalensis cytomegalovirus 3,Tissue,Rodent,Ondo,333384,311485,47532220,6.42E-05,peridomesticated,64.2,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_141_length_601_cov_2.912214,601,25,81.9,Mastomys natalensis cytomegalovirus 3,Tissue,Rodent,Ondo,333384,311485,47532220,8.03E-05,peridomesticated,80.3,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_235_length_553_cov_1.245798,553,8,39,Mastomys natalensis cytomegalovirus 3,Tissue,Rodent,Ondo,333384,311485,47532220,2.57E-05,peridomesticated,25.7,46,59,105,Other
Picornaviridae,OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_131_length_1631_cov_17.203990,1631,669,97.3,megrivirus C2,Tissue,Rodent,Ondo,14046732,13502943,35459252,4.95E-05,peridomesticated,49.5,46,59,105,Other
Picornaviridae,OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_17_length_4652_cov_54.219016,4652,7569,99.1,Megrivirus sp.,Tissue,Rodent,Ondo,14046732,13502943,35459252,0.000560544,peridomesticated,560.544,46,59,105,Other
Orthoherpesviridae,OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1368_length_500_cov_0.825059,500,4,52.9,Meleagrid alphaherpesvirus 1,Tissue,Rodent,Ondo,14046732,13502943,35459252,2.96E-07,peridomesticated,0.296,46,59,105,Other
Anelloviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_42_length_801_cov_1.462707,801,27,98,Mosquito VEM Anellovirus SDBVL B,Tissue,Rodent,Ondo,333384,311485,47532220,8.67E-05,peridomesticated,86.7,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_33_length_746_cov_1.581465,746,36,48.8,Murid betaherpesvirus 1,Tissue,Rodent,Ondo,314182,301678,44197946,0.000119333,peridomesticated,119.333,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_40_length_692_cov_2.097561,692,40,55.1,Murid betaherpesvirus 1,Tissue,Rodent,Ondo,314182,301678,44197946,0.000132592,peridomesticated,132.592,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_159_length_510_cov_1.307159,510,10,51.8,Murid betaherpesvirus 1,Tissue,Rodent,Ondo,314182,301678,44197946,3.31E-05,peridomesticated,33.1,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_23_length_1001_cov_2.404762,1001,43,75.1,Murid betaherpesvirus 1,Tissue,Rodent,Ondo,333384,311485,47532220,0.000138048,peridomesticated,138.048,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_26_length_972_cov_1.827933,972,34,86.6,Murid betaherpesvirus 1,Tissue,Rodent,Ondo,333384,311485,47532220,0.000109155,peridomesticated,109.155,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_59_length_722_cov_1.506977,722,13,51.7,Murid betaherpesvirus 1,Tissue,Rodent,Ondo,333384,311485,47532220,4.17E-05,peridomesticated,41.7,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_119_length_622_cov_1.944954,622,24,51.4,Murid betaherpesvirus 1,Tissue,Rodent,Ondo,333384,311485,47532220,7.71E-05,peridomesticated,77.1,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_137_length_605_cov_1.839015,605,19,65.2,Murid betaherpesvirus 1,Tissue,Rodent,Ondo,333384,311485,47532220,6.10E-05,peridomesticated,61,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_92_length_653_cov_2.272569,653,27,89.7,Murid betaherpesvirus 2,Tissue,Rodent,Ondo,333384,311485,47532220,8.67E-05,peridomesticated,86.7,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_19_length_981_cov_1.894912,981,35,91.1,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,314182,301678,44197946,0.000116018,peridomesticated,116.018,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_44_length_675_cov_1.484950,675,18,92.7,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,314182,301678,44197946,5.97E-05,peridomesticated,59.7,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_125_length_543_cov_1.283262,543,13,91.7,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,314182,301678,44197946,4.31E-05,peridomesticated,43.1,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_158_length_511_cov_1.023041,511,8,89.2,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,314182,301678,44197946,2.65E-05,peridomesticated,26.5,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_162_length_508_cov_1.689095,508,10,82.3,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,314182,301678,44197946,3.31E-05,peridomesticated,33.1,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_166_length_507_cov_0.832558,507,8,94.3,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,314182,301678,44197946,2.65E-05,peridomesticated,26.5,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_7_length_2077_cov_2.203500,2077,81,97.2,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,0.000260045,peridomesticated,260.045,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_33_length_868_cov_1.849558,868,33,94.2,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,0.000105944,peridomesticated,105.944,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_38_length_823_cov_1.443700,823,20,94.4,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,6.42E-05,peridomesticated,64.2,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_57_length_729_cov_1.874233,729,23,73.7,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,7.38E-05,peridomesticated,73.8,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_70_length_701_cov_2.439103,701,28,92.6,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,8.99E-05,peridomesticated,89.9,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_88_length_658_cov_1.475043,658,13,96.3,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,4.17E-05,peridomesticated,41.7,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_90_length_656_cov_2.031088,656,20,89,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,6.42E-05,peridomesticated,64.2,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_132_length_609_cov_1.874060,609,30,83.5,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,9.63E-05,peridomesticated,96.3,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_176_length_580_cov_1.968191,580,17,94.6,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,5.46E-05,peridomesticated,54.6,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_182_length_577_cov_2.574000,577,22,84.3,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,7.06E-05,peridomesticated,70.6,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_226_length_556_cov_1.584551,556,25,98.6,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,8.03E-05,peridomesticated,80.3,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_253_length_546_cov_2.014925,546,23,98.6,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,7.38E-05,peridomesticated,73.8,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_286_length_535_cov_1.454148,535,11,82.1,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,3.53E-05,peridomesticated,35.3,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_368_length_511_cov_1.898618,511,13,89.5,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,4.17E-05,peridomesticated,41.7,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_377_length_508_cov_1.955916,508,12,86.6,Murid betaherpesvirus 8,Tissue,Rodent,Ondo,333384,311485,47532220,3.85E-05,peridomesticated,38.5,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_188_length_574_cov_1.104628,574,8,69.8,Murid gammaherpesvirus 4,Tissue,Rodent,Ondo,333384,311485,47532220,2.57E-05,peridomesticated,25.7,46,59,105,Other
Adenoviridae,AINWZR019_LIV_S19_663082,AINWZR019_LIV_S19_663082_NODE_1_length_3087_cov_22.280066,3087,757,88.8,Murine adenovirus 3,Tissue,Rodent,Ebonyi,99876,95326,23682302,0.00794117,peridomesticated,7941.17,46,59,105,Other
Adenoviridae,AINWZR019_LIV_S19_663082,AINWZR019_LIV_S19_663082_NODE_10_length_746_cov_41.234679,746,271,93.1,Murine adenovirus 3,Tissue,Rodent,Ebonyi,99876,95326,23682302,0.002842876,peridomesticated,2842.876,46,59,105,Other
Adenoviridae,AINWZR019_LIV_S19_663082,AINWZR019_LIV_S19_663082_NODE_11_length_726_cov_27.445300,726,307,87.6,Murine adenovirus 3,Tissue,Rodent,Ebonyi,99876,95326,23682302,0.003220527,peridomesticated,3220.527,46,59,105,Other
Adenoviridae,AINWZR019_LIV_S19_663082,AINWZR019_LIV_S19_663082_NODE_14_length_697_cov_18.930645,697,201,70.4,Murine adenovirus 3,Tissue,Rodent,Ebonyi,99876,95326,23682302,0.002108554,peridomesticated,2108.554,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_37_length_718_cov_1.508580,718,25,73,Murine cytomegalovirus (strain K181),Tissue,Rodent,Ondo,314182,301678,44197946,8.29E-05,peridomesticated,82.9,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR068_LUNG_S59_673525,SEZONOWIFRR068_LUNG_S59_673525_NODE_37_length_718_cov_1.508580,718,25,73,Murine cytomegalovirus (strain K181),Tissue,Rodent,Ondo,314182,301678,44197946,8.29E-05,peridomesticated,82.9,46,59,105,Other
Nairoviridae,AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_131_length_1249_cov_12.979522,1249,284,79.9,Orthonairovirus thiaforaense,Tissue,Rodent,Ebonyi,15615072,15429715,28707998,1.84E-05,peridomesticated,18.4,46,59,105,Other
Nairoviridae,AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_131_length_1249_cov_12.979522,1249,284,79.9,Orthonairovirus thiaforaense,Tissue,Rodent,Ebonyi,15615072,15429715,28707998,1.84E-05,peridomesticated,18.4,46,59,105,Other
Nairoviridae,AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_169_length_1091_cov_2.916174,1091,50,78.3,Orthonairovirus thiaforaense,Tissue,Rodent,Ebonyi,15615072,15429715,28707998,3.24E-06,peridomesticated,3.24,46,59,105,Other
Nairoviridae,AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_169_length_1091_cov_2.916174,1091,50,78.3,Orthonairovirus thiaforaense,Tissue,Rodent,Ebonyi,15615072,15429715,28707998,3.24E-06,peridomesticated,3.24,46,59,105,Other
Nairoviridae,AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_271_length_916_cov_13.656734,916,213,71.8,Orthonairovirus thiaforaense,Tissue,Rodent,Ebonyi,15615072,15429715,28707998,1.38E-05,peridomesticated,13.8,46,59,105,Other
Nairoviridae,AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_271_length_916_cov_13.656734,916,213,71.8,Orthonairovirus thiaforaense,Tissue,Rodent,Ebonyi,15615072,15429715,28707998,1.38E-05,peridomesticated,13.8,46,59,105,Other
Nairoviridae,AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_776_length_592_cov_1.867961,592,15,89.8,Orthonairovirus thiaforaense,Tissue,Rodent,Ebonyi,15615072,15429715,28707998,9.72E-07,peridomesticated,0.972,46,59,105,Other
Nairoviridae,AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_776_length_592_cov_1.867961,592,15,89.8,Orthonairovirus thiaforaense,Tissue,Rodent,Ebonyi,15615072,15429715,28707998,9.72E-07,peridomesticated,0.972,46,59,105,Other
Parvoviridae,AINWZR014_LIV_S14_663073,AINWZR014_LIV_S14_663073_NODE_768_length_784_cov_2.421499,784,23,82.6,Parvovirinae sp.,Tissue,Rodent,Ebonyi,2216916,2053270,48317614,1.12E-05,peridomesticated,11.2,46,59,105,Other
Picornaviridae,OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_262_length_1033_cov_2.062762,1033,51,97.6,Phacovirus sp.,Tissue,Rodent,Ondo,14046732,13502943,35459252,3.78E-06,peridomesticated,3.78,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_777_length_630_cov_37.998192,630,381,84.2,Picobirnavirus sp.,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.72E-05,peridomesticated,27.2,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_1092_length_531_cov_2.433921,531,23,96.3,Picobirnavirus sp.,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.64E-06,peridomesticated,1.64,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_1197_length_510_cov_4.154734,510,40,98.8,Picobirnavirus sp.,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.85E-06,peridomesticated,2.85,46,59,105,Other
Circoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_755_length_636_cov_14.779964,636,148,94.3,Po-Circo-like virus,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.06E-05,peridomesticated,10.6,46,59,105,Other
Astroviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_6_length_4844_cov_106.427103,4844,11841,88.6,Porcine astrovirus 2,Tissue,Rodent,Ondo,14395086,14013431,21548754,0.000844975,peridomesticated,844.975,46,59,105,Other
Astroviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_155_length_1646_cov_3.698534,1646,136,86.1,Porcine astrovirus 4,Tissue,Rodent,Ondo,14395086,14013431,21548754,9.70E-06,peridomesticated,9.7,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_30_length_2704_cov_5.190331,2704,376,97.9,Porcine bocavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.68E-05,peridomesticated,26.8,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_141_length_1705_cov_2.977887,1705,161,91.9,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.15E-05,peridomesticated,11.5,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_141_length_1705_cov_2.977887,1705,161,91.9,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.15E-05,peridomesticated,11.5,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_141_length_1705_cov_2.977887,1705,161,91.9,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.15E-05,peridomesticated,11.5,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_366_length_983_cov_3.037528,983,87,88.1,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,6.21E-06,peridomesticated,6.21,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_421_length_910_cov_1.828331,910,54,95.7,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,3.85E-06,peridomesticated,3.85,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_421_length_910_cov_1.828331,910,54,95.7,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,3.85E-06,peridomesticated,3.85,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_421_length_910_cov_1.828331,910,54,95.7,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,3.85E-06,peridomesticated,3.85,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_435_length_895_cov_3.344743,895,67,99,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,4.78E-06,peridomesticated,4.78,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_496_length_837_cov_2.735526,837,43,98.6,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,3.07E-06,peridomesticated,3.07,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_534_length_788_cov_2.997187,788,64,99.2,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,4.57E-06,peridomesticated,4.57,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_756_length_636_cov_3.180680,636,37,97.9,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.64E-06,peridomesticated,2.64,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_756_length_636_cov_3.180680,636,37,97.9,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.64E-06,peridomesticated,2.64,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_868_length_591_cov_1.322957,591,19,96.9,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.36E-06,peridomesticated,1.36,46,59,105,Other
Parvoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_324_length_1045_cov_2.677686,1045,75,98.2,Porcine bocavirus 3,Tissue,Rodent,Ondo,14395086,14013431,21548754,5.35E-06,peridomesticated,5.35,46,59,105,Other
Circoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_817_length_612_cov_2.558879,612,37,84.5,Porcine circovirus 5,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.64E-06,peridomesticated,2.64,46,59,105,Other
Picornaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_592_length_729_cov_1.504601,729,27,99,Porcine kobuvirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.93E-06,peridomesticated,1.93,46,59,105,Other
Picornaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_822_length_610_cov_1.300188,610,19,98.9,Porcine kobuvirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.36E-06,peridomesticated,1.36,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_172_length_1548_cov_36.678450,1548,1145,92.1,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,8.17E-05,peridomesticated,81.7,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_173_length_1546_cov_25.290674,1546,885,90.8,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,6.32E-05,peridomesticated,63.2,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_219_length_1338_cov_5.417129,1338,145,98.2,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.03E-05,peridomesticated,10.3,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_220_length_1332_cov_19.332271,1332,589,91.8,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,4.20E-05,peridomesticated,42,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_238_length_1258_cov_30.154107,1258,808,98.5,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,5.77E-05,peridomesticated,57.7,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_339_length_1024_cov_13.494192,1024,283,94.1,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.02E-05,peridomesticated,20.2,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_347_length_1010_cov_21.371919,1010,413,94.9,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.95E-05,peridomesticated,29.5,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_391_length_941_cov_5.459491,941,95,95.5,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,6.78E-06,peridomesticated,6.78,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_463_length_865_cov_116.110406,865,1989,98.4,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,0.000141935,peridomesticated,141.935,46,59,105,Other
